CustomerID,Age,Gender,City,MembershipLevel,AvgSessionTime_Min,PagesPerSession,PurchaseFrequency_Monthly,AvgOrderValue_INR,DiscountUsageRate,SatisfactionScore,ReturnsCount,SupportTickets,LastPurchaseDate
1070,19,Female,Chennai,Silver,29.27,17,0.97,8117.94,0.09,2.5,2,0,2025-09-03
1071,23,Female,Hyderabad,Gold,25.43,4,1.21,5875.23,0.52,3.8,1,1,2024-05-31
1072,59,Other,Chennai,Standard,15.53,7,5.84,6536.31,0.15,3.4,1,0,2025-11-08
1073,21,Other,Hyderabad,Standard,29.46,5,9.79,596.32,0.57,1.2,0,1,2024-06-09
1074,46,Other,Hyderabad,Standard,3.82,8,5.72,3797.93,0.73,2.5,1,0,2025-09-22
1075,35,Male,Pune,Silver,9.79,8,9.49,2781.27,0.54,2.6,0,0,2024-07-21
1076,43,Male,Bangalore,Standard,19.51,11,4.44,1670.04,0.9,5.0,1,0,2025-06-22
1077,61,Female,Bangalore,Standard,11.15,9,4.36,4018.66,0.16,4.2,0,0,2025-03-29
1078,51,Female,Chennai,Standard,27.92,19,5.0,3678.06,0.49,4.4,1,0,2025-03-11
1079,27,Other,Pune,Standard,2.9,19,6.97,7343.14,0.16,2.3,0,1,2025-07-07
1080,53,Other,Chennai,Standard,16.93,9,3.68,6061.34,0.88,2.3,0,0,2024-06-11
1081,31,Other,Bangalore,Platinum,18.14,17,8.64,9148.38,0.93,3.1,1,0,2024-09-15
1082,48,Other,Mumbai,Standard,19.93,16,0.29,1624.99,0.4,3.5,0,0,2025-09-26
1083,65,Male,Delhi,Gold,8.41,7,4.4,785.54,0.31,3.9,0,0,2024-07-15
1084,32,Other,Pune,Gold,11.57,3,5.11,5439.16,0.28,4.3,1,0,2025-08-14
1085,25,Male,Bangalore,Gold,25.47,19,6.07,210.07,0.86,4.5,0,0,2024-11-16
1086,31,Female,Delhi,Gold,6.65,8,2.76,7919.65,0.68,1.1,0,0,2025-07-03
1087,40,Female,Pune,Standard,24.98,5,4.27,5158.53,0.88,4.2,0,2,2024-12-12
1088,57,Male,Bangalore,Standard,17.32,6,4.85,4983.04,0.12,3.4,0,1,2024-08-11
1089,38,Other,Chennai,Standard,23.1,2,6.87,3752.46,0.48,3.1,0,0,2024-06-07
1090,33,Male,Hyderabad,Standard,21.69,19,7.74,3874.74,0.68,3.5,0,0,2025-05-29
1091,62,Male,Hyderabad,Silver,7.02,13,7.38,4425.11,0.9,4.5,0,0,2025-11-28
1092,35,Other,Pune,Standard,17.5,6,3.42,357.12,0.38,3.2,0,0,2024-10-25
1093,64,Other,Mumbai,Standard,26.16,6,9.99,1018.75,0.31,1.6,0,0,2025-06-19
1094,41,Female,Pune,Standard,13.53,2,8.49,5149.47,0.91,2.7,0,0,2025-08-06
1095,43,Male,Mumbai,Standard,29.03,5,2.6,1671.2,0.05,4.7,1,0,2024-03-06
1096,42,Other,Bangalore,Standard,14.11,11,1.95,7831.87,0.48,4.3,0,0,2025-11-28
1097,62,Male,Delhi,Gold,5.14,11,3.14,2889.95,0.46,1.8,0,0,2024-01-10
1098,58,Female,Bangalore,Silver,12.29,14,4.52,1159.42,0.15,3.9,1,0,2024-08-10
1099,46,Female,Pune,Standard,28.6,13,8.51,2505.06,0.39,2.0,1,0,2024-01-14
1100,32,Other,Delhi,Gold,10.27,8,7.78,3699.56,0.72,2.4,0,1,2025-01-31
1101,62,Other,Pune,Standard,26.17,15,8.51,546.1,0.37,2.9,0,0,2024-09-10
1102,18,Male,Pune,Gold,26.56,12,2.72,1588.42,0.31,2.8,0,0,2025-08-11
1103,42,Other,Bangalore,Standard,11.16,3,5.93,3373.7,0.78,1.1,0,0,2024-07-25
1104,24,Female,Bangalore,Standard,3.41,5,2.83,3242.71,0.99,4.1,1,0,2024-04-11
1105,26,Other,Pune,Standard,22.01,6,1.09,8043.79,0.78,4.4,0,0,2024-02-25
1106,41,Female,Hyderabad,Standard,10.03,2,6.84,8463.9,0.85,3.1,1,1,2024-04-23
1107,18,Female,Delhi,Standard,23.7,8,1.43,2095.5,0.94,1.7,0,1,2024-10-17
1108,61,Male,Chennai,Gold,13.84,5,6.68,1414.61,0.8,2.0,3,0,2024-10-09
1109,25,Other,Delhi,Gold,15.07,17,6.48,6414.79,0.98,1.5,0,0,2024-11-14
1110,41,Male,Delhi,Gold,23.56,2,8.1,8085.31,0.75,1.7,0,1,2025-01-30
1111,28,Other,Bangalore,Standard,12.09,11,1.4,9644.49,0.66,4.5,1,2,2024-07-27
1112,68,Female,Chennai,Standard,13.85,4,7.83,266.6,0.69,2.9,0,0,2025-02-28
1113,34,Other,Chennai,Standard,11.91,11,9.99,4254.05,0.9,1.4,2,0,2025-09-19
1114,25,Other,Pune,Gold,11.65,9,8.51,7393.08,0.68,2.0,0,0,2025-08-22
1115,52,Other,Pune,Silver,16.25,6,7.52,8319.88,0.76,4.8,1,0,2025-07-07
1116,52,Other,Delhi,Standard,24.46,2,6.62,810.4,0.22,3.0,1,0,2024-06-13
1117,50,Other,Hyderabad,Silver,11.49,15,4.22,6870.02,0.91,3.1,0,0,2025-05-17
1118,22,Male,Pune,Standard,16.2,5,7.31,3031.6,0.45,3.1,1,0,2024-04-05
1119,59,Female,Bangalore,Gold,20.45,12,7.24,931.05,0.16,1.4,0,0,2025-05-29
1120,56,Female,Bangalore,Standard,8.81,13,6.31,4993.21,0.8,4.9,1,0,2024-08-13
1121,58,Female,Mumbai,Standard,9.05,17,7.96,1749.9,0.36,1.3,0,0,2025-03-29
1122,45,Female,Hyderabad,Gold,28.07,4,4.49,7422.67,0.18,3.8,1,1,2024-03-04
1123,24,Male,Delhi,Gold,21.98,10,1.21,7464.37,0.26,1.2,1,0,2024-10-22
1124,26,Male,Bangalore,Gold,17.74,1,5.59,8452.26,0.03,2.8,1,0,2024-03-01
1125,25,Male,Chennai,Silver,19.78,11,2.65,3900.17,0.09,4.6,1,0,2025-06-07
1126,29,Other,Chennai,Gold,1.85,16,3.84,330.44,0.59,4.1,0,1,2025-08-23
1127,51,Female,Chennai,Silver,18.92,11,0.17,2745.41,0.87,2.3,1,0,2025-08-19
1128,50,Female,Bangalore,Silver,15.78,9,3.83,4784.55,0.45,3.2,1,1,2024-02-29
1129,65,Female,Delhi,Standard,16.83,2,8.09,7001.31,0.63,1.7,0,0,2024-01-30
1130,40,Female,Hyderabad,Standard,11.42,7,5.43,3944.0,0.81,4.8,1,0,2025-07-22
1131,41,Other,Pune,Gold,3.36,19,0.1,5453.27,0.36,3.8,1,0,2024-01-23
1132,54,Female,Delhi,Standard,6.61,18,4.7,5337.78,0.65,2.5,0,0,2024-10-22
1133,52,Other,Hyderabad,Standard,28.57,7,2.91,1816.83,0.35,2.3,0,0,2024-04-20
1134,61,Female,Pune,Gold,12.85,9,4.78,6305.89,0.64,2.0,0,0,2024-10-21
1135,57,Male,Delhi,Gold,14.53,12,4.05,4504.67,0.22,4.1,1,0,2025-02-24
1136,39,Female,Mumbai,Silver,2.53,3,9.32,8117.6,0.98,2.7,0,0,2025-10-06
1137,44,Other,Delhi,Standard,2.09,16,0.41,6967.99,0.08,2.3,1,0,2024-01-26
1138,52,Other,Bangalore,Silver,21.8,7,6.84,1292.4,0.51,4.6,3,0,2025-02-07
1139,18,Male,Delhi,Platinum,16.6,5,8.51,4989.83,0.29,1.6,1,1,2025-08-08
1140,52,Female,Mumbai,Standard,15.75,7,9.59,7084.44,0.6,2.1,0,0,2024-07-24
1141,54,Female,Chennai,Standard,8.05,19,1.78,1052.71,0.43,2.4,1,0,2025-12-01
1142,64,Male,Pune,Silver,22.6,17,5.31,7966.47,0.31,2.0,1,1,2024-09-23
1143,31,Female,Bangalore,Gold,5.88,16,0.44,2375.64,0.25,3.3,0,0,2024-05-07
1144,20,Female,Pune,Standard,6.51,19,4.99,5130.23,0.18,3.4,0,0,2024-10-19
1145,18,Other,Pune,Standard,14.36,18,1.25,9417.5,0.78,1.2,1,1,2025-05-22
1146,22,Female,Delhi,Standard,9.3,19,8.38,5799.08,0.22,1.6,0,0,2024-06-10
1147,43,Other,Hyderabad,Standard,8.18,4,1.14,4355.73,0.77,1.8,0,0,2025-02-03
1148,31,Female,Pune,Standard,19.71,1,5.13,266.59,0.49,1.3,0,0,2024-12-03
1149,56,Female,Delhi,Standard,19.88,4,5.21,1507.45,0.07,1.5,0,1,2025-03-27
1150,44,Male,Hyderabad,Standard,24.91,4,9.72,5870.91,0.17,2.0,0,1,2024-10-19
1151,26,Female,Mumbai,Standard,13.11,9,6.55,5039.49,0.89,2.4,0,1,2024-02-27
1152,32,Female,Hyderabad,Gold,3.12,8,2.88,3765.53,0.6,4.2,0,0,2025-04-11
1153,32,Male,Mumbai,Standard,8.94,2,2.41,9247.52,0.18,1.9,0,0,2024-12-03
1154,43,Female,Chennai,Standard,29.42,6,1.28,3458.33,0.7,3.7,0,0,2025-03-13
1155,59,Female,Pune,Silver,18.29,11,7.57,5464.08,0.82,1.2,1,0,2024-01-31
1156,30,Male,Hyderabad,Gold,21.58,4,6.91,5773.39,0.33,3.6,0,1,2024-07-03
1157,68,Other,Chennai,Standard,1.21,14,6.1,5369.19,0.56,4.2,1,1,2025-11-09
1158,49,Female,Chennai,Standard,16.03,9,0.41,4880.34,0.29,3.4,1,0,2025-02-27
1159,56,Female,Bangalore,Silver,2.09,2,7.63,3503.22,0.08,1.8,0,0,2024-04-09
1160,66,Female,Delhi,Standard,17.51,1,6.42,9105.88,0.4,2.3,0,1,2025-08-03
1161,69,Other,Pune,Silver,27.7,4,9.64,4617.87,0.75,4.2,0,0,2024-07-28
1162,49,Other,Bangalore,Standard,29.08,12,5.87,5378.8,0.46,2.7,0,2,2025-02-16
1163,21,Other,Hyderabad,Standard,16.68,5,3.04,6633.48,0.41,2.0,0,1,2025-05-26
1164,47,Male,Pune,Standard,14.29,9,3.82,863.03,0.37,4.7,1,0,2024-02-29
1165,54,Male,Pune,Silver,28.41,4,1.76,7856.62,0.46,3.5,1,0,2025-10-18
1166,40,Female,Hyderabad,Silver,20.53,16,7.23,5222.57,0.32,4.2,1,1,2025-04-07
1167,56,Female,Pune,Silver,2.88,2,7.08,6640.33,0.61,1.1,0,1,2025-01-11
1168,62,Male,Pune,Silver,14.51,16,2.01,7765.72,0.06,2.4,2,3,2024-12-01
1169,32,Female,Pune,Standard,7.97,16,1.58,8766.17,0.81,2.8,0,0,2024-09-21
1170,60,Other,Delhi,Standard,14.62,11,0.77,4043.76,0.17,3.3,0,0,2024-11-14
1171,46,Female,Chennai,Silver,14.21,1,9.12,8152.01,0.63,1.8,2,0,2024-08-30
1172,53,Female,Chennai,Gold,17.88,15,2.33,2736.6,0.45,3.0,0,2,2025-10-01
1173,30,Male,Pune,Standard,11.35,4,3.44,6671.29,0.77,3.7,1,0,2024-07-04
1174,49,Male,Chennai,Gold,5.76,18,2.81,1206.53,0.83,2.4,1,0,2024-03-05
1175,24,Other,Mumbai,Gold,15.61,17,4.14,396.3,0.2,3.8,1,0,2025-02-20
1176,68,Other,Chennai,Standard,25.08,7,7.14,1138.48,0.68,2.6,0,0,2024-01-01
1177,39,Other,Delhi,Gold,20.26,18,8.71,3329.95,0.19,2.9,0,0,2025-02-04
1178,45,Male,Pune,Standard,10.81,13,1.83,504.73,0.12,1.5,2,0,2024-01-15
1179,19,Other,Mumbai,Platinum,28.13,10,6.86,6378.81,0.93,3.6,0,0,2024-05-25
1180,59,Female,Delhi,Silver,27.45,1,3.53,3302.14,0.16,1.9,0,1,2024-12-28
1181,62,Other,Bangalore,Standard,7.07,2,9.81,7416.49,0.23,4.3,1,0,2025-06-15
1182,23,Other,Delhi,Standard,2.14,17,2.99,649.97,0.13,3.2,0,0,2024-03-28
1183,45,Female,Delhi,Gold,22.5,3,0.07,2323.68,0.47,3.2,0,0,2024-02-25
1184,45,Female,Mumbai,Standard,25.0,17,5.16,4198.43,0.92,4.6,1,1,2025-05-17
1185,61,Male,Bangalore,Silver,29.07,12,1.51,3949.99,0.26,1.7,0,1,2024-05-20
1186,61,Female,Hyderabad,Gold,26.81,12,0.44,1483.79,0.54,3.1,0,0,2025-06-06
1187,37,Male,Delhi,Silver,18.42,10,6.98,9942.54,0.41,2.5,0,1,2024-05-01
1188,47,Other,Pune,Standard,16.37,7,7.32,2987.51,0.34,4.9,0,0,2025-01-31
1189,28,Other,Delhi,Silver,1.81,10,4.61,7266.11,0.57,4.2,1,0,2024-04-18
1190,45,Female,Bangalore,Silver,8.15,18,6.77,2356.26,0.56,4.0,1,0,2025-04-02
1191,42,Female,Chennai,Standard,14.33,6,5.38,8802.94,0.36,1.8,0,0,2025-10-05
1192,56,Female,Hyderabad,Gold,19.23,7,6.3,4000.03,0.85,1.9,1,0,2024-12-04
1193,50,Male,Delhi,Standard,17.16,17,5.97,9028.84,0.05,1.1,2,0,2024-12-02
1194,18,Male,Chennai,Platinum,22.54,12,6.66,3549.98,0.09,3.6,0,1,2024-08-19
1195,44,Other,Pune,Platinum,9.11,17,2.0,284.71,0.99,2.5,0,0,2024-11-27
1196,69,Female,Hyderabad,Standard,17.38,18,2.69,5266.8,0.75,2.2,0,1,2025-04-26
1197,30,Other,Delhi,Standard,3.56,14,4.4,5342.92,0.8,3.5,1,0,2025-03-11
1198,58,Other,Delhi,Standard,13.0,11,4.46,1374.37,0.6,4.3,0,0,2025-10-26
1199,20,Other,Mumbai,Standard,22.75,2,7.74,2502.64,0.42,1.5,1,0,2024-07-24
1200,56,Other,Hyderabad,Silver,21.11,1,3.67,7878.26,0.63,4.7,1,1,2025-11-23
1201,23,Female,Hyderabad,Standard,29.73,11,1.63,560.21,0.09,1.1,1,0,2025-09-23
1202,25,Male,Chennai,Standard,9.06,2,2.51,4997.36,0.76,1.4,0,2,2025-08-13
1203,44,Other,Delhi,Standard,15.45,16,2.15,5398.0,0.54,4.4,0,1,2025-05-23
1204,26,Female,Mumbai,Standard,10.56,3,7.32,6949.38,0.96,3.0,0,0,2025-01-23
1205,54,Male,Mumbai,Platinum,13.78,1,4.7,567.07,0.64,4.8,0,1,2024-01-22
1206,50,Other,Mumbai,Silver,25.85,8,7.09,5939.33,0.15,2.8,0,0,2025-08-04
1207,68,Female,Chennai,Gold,20.84,19,4.16,230.36,0.48,4.7,1,0,2025-01-12
1208,59,Female,Hyderabad,Gold,26.59,1,8.9,2798.75,0.06,2.0,2,0,2024-01-08
1209,61,Female,Mumbai,Standard,6.9,5,9.84,5096.91,0.75,3.5,0,0,2025-06-18
1210,41,Male,Pune,Silver,26.33,1,6.7,9130.56,0.5,5.0,0,0,2024-07-16
1211,32,Female,Mumbai,Standard,2.73,11,8.64,1440.58,0.37,2.5,0,1,2024-06-21
1212,49,Male,Hyderabad,Gold,26.77,9,5.08,1859.03,0.97,1.0,1,0,2025-02-05
1213,49,Male,Delhi,Standard,10.54,5,9.35,6758.65,0.94,1.3,2,1,2024-09-23
1214,41,Male,Delhi,Standard,10.12,2,8.32,3873.64,0.95,4.4,1,0,2024-03-01
1215,58,Female,Pune,Standard,15.85,13,9.92,6309.53,0.22,3.0,1,0,2024-02-25
1216,69,Female,Mumbai,Standard,28.28,18,6.23,9975.05,0.73,3.1,0,0,2025-01-27
1217,66,Male,Chennai,Standard,2.39,12,7.79,9871.34,0.95,4.2,0,0,2025-03-29
1218,66,Male,Bangalore,Standard,11.21,14,5.43,3666.39,0.57,4.2,0,0,2024-10-19
1219,69,Male,Pune,Standard,25.84,5,2.59,5138.47,0.21,2.9,0,0,2024-09-29
1220,29,Female,Bangalore,Standard,12.49,10,3.55,9065.96,0.82,4.4,0,0,2024-03-14
1221,56,Other,Pune,Gold,6.78,2,8.94,1103.24,0.88,2.9,2,0,2024-02-05
1222,19,Other,Bangalore,Silver,13.32,4,0.56,4632.58,0.7,3.7,2,1,2024-12-18
1223,20,Male,Bangalore,Standard,12.18,12,5.91,3900.26,0.29,1.1,0,0,2024-11-07
1224,66,Female,Bangalore,Silver,27.55,11,3.72,3089.85,0.19,1.6,2,0,2024-07-18
1225,54,Other,Delhi,Standard,23.1,4,3.87,9943.2,0.62,4.4,0,0,2025-01-26
1226,66,Female,Chennai,Standard,15.65,11,8.85,7388.78,0.48,2.3,1,0,2025-03-03
1227,34,Male,Pune,Silver,29.66,9,8.54,4009.72,0.67,2.3,0,0,2025-07-11
1228,66,Female,Delhi,Platinum,14.49,10,5.99,8324.41,0.11,3.7,0,2,2025-11-16
1229,19,Male,Pune,Gold,2.69,6,2.73,4998.73,0.14,3.4,1,0,2025-05-24
1230,19,Other,Mumbai,Standard,8.61,15,4.75,8753.68,0.36,1.3,1,0,2024-09-24
1231,45,Other,Mumbai,Platinum,13.65,10,4.08,2810.52,0.26,4.1,0,1,2024-07-23
1232,40,Male,Hyderabad,Platinum,5.55,6,3.54,2391.28,0.62,3.5,0,0,2025-06-14
1233,54,Female,Chennai,Gold,28.48,1,1.03,2623.41,0.37,4.4,2,0,2025-02-08
1234,49,Female,Pune,Standard,23.24,4,5.43,5477.11,0.68,3.1,0,0,2024-02-05
1235,50,Female,Chennai,Standard,8.78,14,3.02,3054.87,0.77,2.7,0,0,2024-01-29
1236,18,Male,Delhi,Standard,18.13,8,6.61,1641.77,0.19,2.5,0,0,2024-06-26
1237,36,Other,Delhi,Standard,21.92,11,3.19,9947.35,0.92,1.0,1,1,2025-08-01
1238,19,Other,Mumbai,Standard,28.3,15,4.31,9024.25,0.79,1.2,0,0,2024-11-01
1239,61,Female,Chennai,Gold,26.57,19,0.52,6423.12,0.63,1.5,0,0,2025-09-08
1240,43,Male,Delhi,Standard,15.94,8,9.93,8937.12,0.91,4.7,0,0,2024-03-15
1241,49,Male,Pune,Standard,23.46,13,5.08,9367.53,0.27,4.5,1,0,2024-02-10
1242,23,Female,Mumbai,Silver,17.3,18,0.24,6825.86,0.42,3.0,0,2,2024-11-04
1243,49,Other,Delhi,Silver,17.03,17,5.41,5283.06,0.09,1.7,1,0,2025-08-18
1244,21,Female,Chennai,Standard,4.33,6,8.7,8843.62,0.46,1.6,0,0,2025-09-12
1245,28,Male,Chennai,Standard,4.66,15,7.73,5764.41,0.51,2.0,1,1,2024-03-03
1246,34,Other,Chennai,Standard,16.36,13,7.01,1442.65,0.62,4.6,1,0,2024-07-28
1247,55,Other,Hyderabad,Standard,8.8,18,1.39,3795.19,0.06,3.1,0,0,2024-02-17
1248,41,Female,Hyderabad,Standard,1.61,11,6.58,4570.03,0.03,4.2,0,1,2024-04-30
1249,22,Other,Delhi,Gold,21.96,13,7.66,9366.62,0.42,3.0,1,0,2024-07-29
1250,69,Female,Mumbai,Standard,1.94,1,5.72,6660.02,0.19,3.4,0,0,2024-08-27
1251,51,Female,Pune,Standard,18.26,18,8.93,8777.72,0.76,3.4,0,0,2024-09-15
1252,23,Male,Hyderabad,Silver,16.64,5,2.77,7624.4,0.67,1.1,0,0,2024-05-26
1253,39,Male,Bangalore,Standard,29.1,6,2.42,3236.64,0.33,2.8,0,0,2025-09-11
1254,28,Male,Hyderabad,Gold,15.04,1,8.7,7243.35,0.05,4.5,0,0,2024-11-07
1255,65,Female,Chennai,Standard,2.84,7,6.25,2113.94,0.18,3.0,0,1,2025-06-08
1256,33,Other,Delhi,Standard,17.0,4,0.01,4199.83,0.69,2.7,0,0,2025-06-09
1257,50,Male,Delhi,Silver,25.39,9,3.53,8099.7,0.99,3.1,0,0,2025-07-27
1258,26,Male,Hyderabad,Gold,29.91,15,8.58,6196.91,0.33,2.5,1,0,2024-08-04
1259,23,Male,Hyderabad,Platinum,13.48,6,0.27,8289.04,0.8,3.1,0,0,2025-03-22
1260,33,Female,Pune,Silver,10.29,17,0.03,2696.1,0.87,1.5,2,1,2024-04-23
1261,46,Other,Hyderabad,Standard,27.29,18,2.81,7547.54,0.05,4.9,0,0,2025-04-17
1262,20,Male,Pune,Gold,6.55,4,9.14,2182.78,0.92,1.1,1,0,2025-05-12
1263,37,Male,Pune,Gold,18.85,9,9.01,5543.98,0.47,2.9,0,0,2024-06-15
1264,53,Other,Pune,Standard,12.77,14,5.19,4448.64,0.96,1.8,0,0,2024-10-01
1265,36,Other,Hyderabad,Silver,2.19,3,5.53,5653.46,0.54,1.2,2,1,2025-06-09
1266,43,Male,Pune,Standard,11.07,1,3.32,1528.23,0.24,3.6,1,1,2024-12-23
1267,20,Female,Bangalore,Standard,8.69,11,2.44,3740.03,0.97,4.9,0,0,2024-03-03
